accessionNumber,filingDate,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Ticker,CIK
0000320193-19-000121,2019-11-07,4,,,,9100,0,0,xslF345X03/wf-form4_157316940649990.xml,FORM 4,AAPL,0000320193
0000320193-19-000113,2019-10-17,4,,,,17602,0,0,xslF345X03/wf-form4_157135154697018.xml,FORM 4,AAPL,0000320193
0000320193-19-000112,2019-10-17,4,,,,17292,0,0,xslF345X03/wf-form4_157135144806488.xml,FORM 4,AAPL,0000320193
0000320193-19-000109,2019-10-09,4,,,,10747,0,0,xslF345X03/wf-form4_157066032478147.xml,FORM 4,AAPL,0000320193
0000320193-19-000107,2019-10-03,4,,,,15104,0,0,xslF345X03/wf-form4_157014197957378.xml,FORM 4,AAPL,0000320193
0000320193-19-000106,2019-10-03,4,,,,10566,0,0,xslF345X03/wf-form4_157014186524822.xml,FORM 4,AAPL,0000320193
0000320193-19-000103,2019-10-01,4,,,,8034,0,0,xslF345X03/wf-form4_156996927774723.xml,FORM 4,AAPL,0000320193
0000320193-19-000102,2019-10-01,4,,,,12298,0,0,xslF345X03/wf-form4_156996921603511.xml,FORM 4,AAPL,0000320193
0000320193-19-000101,2019-10-01,4,,,,8036,0,0,xslF345X03/wf-form4_156996915065922.xml,FORM 4,AAPL,0000320193
0000320193-19-000100,2019-10-01,4,,,,5671,0,0,xslF345X03/wf-form4_156996908478756.xml,FORM 4,AAPL,0000320193
0000320193-19-000099,2019-10-01,4,,,,12312,0,0,xslF345X03/wf-form4_156996902282904.xml,FORM 4,AAPL,0000320193
0000320193-19-000090,2019-08-27,4,,,,17062,0,0,xslF345X03/wf-form4_156694501621463.xml,FORM 4,AAPL,0000320193
0000320193-19-000088,2019-08-26,4,,,,9564,0,0,xslF345X03/wf-form4_156685147551694.xml,FORM 4,AAPL,0000320193
0000320193-19-000086,2019-08-14,4,,,,9100,0,0,xslF345X03/wf-form4_156582182214854.xml,FORM 4,AAPL,0000320193
0000320193-19-000082,2019-08-05,4,,,,4547,0,0,xslF345X03/wf-form4_156504439014885.xml,FORM 4,AAPL,0000320193
0000320193-19-000081,2019-08-05,4,,,,8554,0,0,xslF345X03/wf-form4_156504433855286.xml,FORM 4,AAPL,0000320193
0000320193-19-000080,2019-08-05,4,,,,4881,0,0,xslF345X03/wf-form4_156504427145036.xml,FORM 4,AAPL,0000320193
0000320193-19-000070,2019-05-07,4,,,,9015,0,0,xslF345X03/wf-form4_155726823464315.xml,FORM 4,AAPL,0000320193
0000320193-19-000069,2019-05-06,4,,,,12523,0,0,xslF345X03/wf-form4_155718184308434.xml,FORM 4,AAPL,0000320193
0000320193-19-000060,2019-04-17,4,,,,15592,0,0,xslF345X03/wf-form4_155554044049297.xml,FORM 4,AAPL,0000320193
0000320193-19-000059,2019-04-17,4,,,,21750,0,0,xslF345X03/wf-form4_155554036612827.xml,FORM 4,AAPL,0000320193
0000320193-19-000054,2019-04-09,4,,,,5086,0,0,xslF345X03/wf-form4_155484903395532.xml,FORM 4,AAPL,0000320193
0000320193-19-000052,2019-04-03,4,,,,17732,0,0,xslF345X03/wf-form4_155433069460529.xml,FORM 4,AAPL,0000320193
0000320193-19-000051,2019-04-03,4,,,,17736,0,0,xslF345X03/wf-form4_155433063141322.xml,FORM 4,AAPL,0000320193
0000320193-19-000046,2019-03-05,4,,,,9867,0,0,xslF345X03/wf-form4_155182895326790.xml,FORM 4,AAPL,0000320193
0000320193-19-000045,2019-03-05,4,,,,9875,0,0,xslF345X03/wf-form4_155182889283168.xml,FORM 4,AAPL,0000320193
0000320193-19-000044,2019-03-05,4,,,,9907,0,0,xslF345X03/wf-form4_155182883124053.xml,FORM 4,AAPL,0000320193
0000320193-19-000043,2019-03-05,4,,,,9854,0,0,xslF345X03/wf-form4_155182876082716.xml,FORM 4,AAPL,0000320193
0000320193-19-000042,2019-03-05,4,,,,10115,0,0,xslF345X03/wf-form4_155182869211407.xml,FORM 4,AAPL,0000320193
0000320193-19-000041,2019-03-05,4,,,,9872,0,0,xslF345X03/wf-form4_155182861814144.xml,FORM 4,AAPL,0000320193
0000320193-19-000040,2019-03-05,4,,,,9872,0,0,xslF345X03/wf-form4_155182854534604.xml,FORM 4,AAPL,0000320193
0000320193-19-000030,2019-02-07,4,,,,8008,0,0,xslF345X03/wf-form4_154958296589351.xml,FORM 4,AAPL,0000320193
0000320193-19-000024,2019-02-05,4,,,,9755,0,0,xslF345X03/wf-form4_154941004809567.xml,FORM 4,AAPL,0000320193
0000320193-19-000023,2019-02-05,4,,,,6949,0,0,xslF345X03/wf-form4_154940998460508.xml,FORM 4,AAPL,0000320193
0000320193-19-000022,2019-02-05,4,,,,9484,0,0,xslF345X03/wf-form4_154940992221908.xml,FORM 4,AAPL,0000320193
0000320193-19-000021,2019-02-05,4,,,,6937,0,0,xslF345X03/wf-form4_154940984777970.xml,FORM 4,AAPL,0000320193
0000320193-19-000020,2019-02-05,4,,,,7645,0,0,xslF345X03/wf-form4_154940978487594.xml,FORM 4,AAPL,0000320193
0000320193-19-000019,2019-02-05,4,,,,6945,0,0,xslF345X03/wf-form4_154940971963917.xml,FORM 4,AAPL,0000320193
0000320193-19-000018,2019-02-05,4,,,,6950,0,0,xslF345X03/wf-form4_154940965388838.xml,FORM 4,AAPL,0000320193
0000320193-19-000004,2019-01-28,4,,,,6474,0,0,xslF345X03/wf-form4_154871824787707.xml,FORM 4,AAPL,0000320193
0000320193-18-000149,2018-11-21,4,,,,4714,0,0,xslF345X03/wf-form4_154284308216532.xml,FORM 4,AAPL,0000320193
0000320193-18-000147,2018-11-15,4,,,,9031,0,0,xslF345X03/wf-form4_154232465480280.xml,FORM 4,AAPL,0000320193
0000320193-18-000139,2018-10-17,4,,,,15600,0,0,xslF345X03/wf-form4_153981541459967.xml,FORM 4,AAPL,0000320193
0000320193-18-000137,2018-10-05,4,,,,6946,0,0,xslF345X03/wf-form4_153877878310747.xml,FORM 4,AAPL,0000320193
0000320193-18-000136,2018-10-05,4,,,,12537,0,0,xslF345X03/wf-form4_153877872133212.xml,FORM 4,AAPL,0000320193
0000320193-18-000135,2018-10-05,4,,,,7901,0,0,xslF345X03/wf-form4_153877866095942.xml,FORM 4,AAPL,0000320193
0000320193-18-000131,2018-10-03,4,,,,10516,0,0,xslF345X03/wf-form4_153860603163051.xml,FORM 4,AAPL,0000320193
0000320193-18-000130,2018-10-03,4,,,,10550,0,0,xslF345X03/wf-form4_153860597104703.xml,FORM 4,AAPL,0000320193
0000320193-18-000129,2018-10-03,4,,,,10561,0,0,xslF345X03/wf-form4_153860589217680.xml,FORM 4,AAPL,0000320193
0000320193-18-000125,2018-10-02,4,,,,7897,0,0,xslF345X03/wf-form4_153851977931242.xml,FORM 4,AAPL,0000320193
0000320193-18-000124,2018-10-02,4,,,,8005,0,0,xslF345X03/wf-form4_153851972725526.xml,FORM 4,AAPL,0000320193
0000320193-18-000123,2018-10-02,4,,,,5583,0,0,xslF345X03/wf-form4_153851966439459.xml,FORM 4,AAPL,0000320193
0000320193-18-000122,2018-10-02,4,,,,8016,0,0,xslF345X03/wf-form4_153851960893694.xml,FORM 4,AAPL,0000320193
0000320193-18-000121,2018-10-02,4,,,,8042,0,0,xslF345X03/wf-form4_153851955377044.xml,FORM 4,AAPL,0000320193
0000320193-18-000115,2018-08-28,4,,,,16927,0,0,xslF345X03/wf-form4_153549547286956.xml,FORM 4,AAPL,0000320193
0000320193-18-000113,2018-08-21,4,,,,5228,0,0,xslF345X03/wf-form4_153489248141557.xml,FORM 4,AAPL,0000320193
0000320193-18-000112,2018-08-21,4,,,,9920,0,0,xslF345X03/wf-form4_153489235873857.xml,FORM 4,AAPL,0000320193
0000320193-18-000109,2018-08-17,4,,,,8969,0,0,xslF345X03/wf-form4_153454502801733.xml,FORM 4,AAPL,0000320193
0000320193-18-000107,2018-08-10,4,,,,5519,0,0,xslF345X03/wf-form4_153394039211365.xml,FORM 4,AAPL,0000320193
0000320193-18-000106,2018-08-10,4,,,,10205,0,0,xslF345X03/wf-form4_153394028523209.xml,FORM 4,AAPL,0000320193
0000320193-18-000103,2018-08-06,4,,,,14229,0,0,xslF345X03/wf-form4_153359461891019.xml,FORM 4,AAPL,0000320193
0000320193-18-000095,2018-07-11,4,,,,6944,0,0,xslF345X03/wf-form4_153134826427557.xml,FORM 4,AAPL,0000320193
0000320193-18-000092,2018-06-18,4,,,,10106,0,0,xslF345X03/wf-form4_152936101490685.xml,FORM 4,AAPL,0000320193
0000320193-18-000090,2018-06-12,4,,,,8345,0,0,xslF345X03/wf-form4_152884262050898.xml,FORM 4,AAPL,0000320193
0000320193-18-000088,2018-06-04,4,,,,8344,0,0,xslF345X03/wf-form4_152815141411532.xml,FORM 4,AAPL,0000320193
0000320193-18-000086,2018-05-31,4,,,,8500,0,0,xslF345X03/wf-form4_152780585957689.xml,FORM 4,AAPL,0000320193
0000320193-18-000084,2018-05-25,4,,,,7656,0,0,xslF345X03/wf-form4_152728745985789.xml,FORM 4,AAPL,0000320193
0000320193-18-000082,2018-05-21,4,,,,8841,0,0,xslF345X03/wf-form4_152694183324049.xml,FORM 4,AAPL,0000320193
0000320193-18-000080,2018-05-18,4,,,,4519,0,0,xslF345X03/wf-form4_152668264478876.xml,FORM 4,AAPL,0000320193
0000320193-18-000078,2018-05-15,4,,,,8720,0,0,xslF345X03/wf-form4_152642343017017.xml,FORM 4,AAPL,0000320193
0000320193-18-000076,2018-05-11,4,,,,9017,0,0,xslF345X03/wf-form4_152607794990188.xml,FORM 4,AAPL,0000320193
0000320193-18-000074,2018-05-10,4,,,,8799,0,0,xslF345X03/wf-form4_152599148061399.xml,FORM 4,AAPL,0000320193
0000320193-18-000072,2018-05-07,4,,,,7509,0,0,xslF345X03/wf-form4_152573222606599.xml,FORM 4,AAPL,0000320193
0000320193-18-000064,2018-04-17,4,,,,18201,0,0,xslF345X03/wf-form4_152400428847158.xml,FORM 4,AAPL,0000320193
0000320193-18-000063,2018-04-17,4,,,,15670,0,0,xslF345X03/wf-form4_152400423176100.xml,FORM 4,AAPL,0000320193
0000320193-18-000060,2018-04-16,4,,,,6944,0,0,xslF345X03/wf-form4_152391784210514.xml,FORM 4,AAPL,0000320193
0000320193-18-000058,2018-04-06,4,,,,14381,0,0,xslF345X03/wf-form4_152305384529017.xml,FORM 4,AAPL,0000320193
0000320193-18-000057,2018-04-05,4,,,,9565,0,0,xslF345X03/wf-form4_152296745064089.xml,FORM 4,AAPL,0000320193
0000320193-18-000054,2018-04-03,4,,,,13407,0,0,xslF345X03/wf-form4_152279495069184.xml,FORM 4,AAPL,0000320193
0000320193-18-000053,2018-04-03,4,,,,16662,0,0,xslF345X03/wf-form4_152279488511967.xml,FORM 4,AAPL,0000320193
0000320193-18-000052,2018-04-03,4,,,,13258,0,0,xslF345X03/wf-form4_152279483540589.xml,FORM 4,AAPL,0000320193
0000320193-18-000051,2018-04-03,4,,,,11366,0,0,xslF345X03/wf-form4_152279479066592.xml,FORM 4,AAPL,0000320193
0000320193-18-000050,2018-04-03,4,,,,11013,0,0,xslF345X03/wf-form4_152279471770222.xml,FORM 4,AAPL,0000320193
0000320193-18-000049,2018-04-03,4,,,,16857,0,0,xslF345X03/wf-form4_152279465769401.xml,FORM 4,AAPL,0000320193
0000320193-18-000048,2018-04-03,4,,,,11020,0,0,xslF345X03/wf-form4_152279460818145.xml,FORM 4,AAPL,0000320193
0000320193-18-000040,2018-02-20,4,,,,9042,0,0,xslF345X03/wf-form4_151916941098122.xml,FORM 4,AAPL,0000320193
0000320193-18-000037,2018-02-15,4,,,,5634,0,0,xslF345X03/wf-form4_151873776941650.xml,FORM 4,AAPL,0000320193
0000320193-18-000036,2018-02-15,4,,,,5637,0,0,xslF345X03/wf-form4_151873771953304.xml,FORM 4,AAPL,0000320193
0000320193-18-000035,2018-02-15,4,,,,5660,0,0,xslF345X03/wf-form4_151873766872367.xml,FORM 4,AAPL,0000320193
0000320193-18-000034,2018-02-15,4,,,,5646,0,0,xslF345X03/wf-form4_151873761103884.xml,FORM 4,AAPL,0000320193
0000320193-18-000033,2018-02-15,4,,,,5646,0,0,xslF345X03/wf-form4_151873755044531.xml,FORM 4,AAPL,0000320193
0000320193-18-000032,2018-02-15,4,,,,5633,0,0,xslF345X03/wf-form4_151873748320537.xml,FORM 4,AAPL,0000320193
0000320193-18-000031,2018-02-15,4,,,,5643,0,0,xslF345X03/wf-form4_151873742057861.xml,FORM 4,AAPL,0000320193
0000320193-18-000023,2018-02-08,4,,,,6469,0,0,xslF345X03/wf-form4_151813262859954.xml,FORM 4,AAPL,0000320193
0000320193-18-000021,2018-02-05,4,,,,9712,0,0,xslF345X03/wf-form4_151787379347066.xml,FORM 4,AAPL,0000320193
0000320193-18-000020,2018-02-05,4,,,,6906,0,0,xslF345X03/wf-form4_151787375000361.xml,FORM 4,AAPL,0000320193
0000320193-18-000019,2018-02-05,4,,,,9084,0,0,xslF345X03/wf-form4_151787368848629.xml,FORM 4,AAPL,0000320193
0000320193-18-000018,2018-02-05,4,,,,6915,0,0,xslF345X03/wf-form4_151787363289356.xml,FORM 4,AAPL,0000320193
0000320193-18-000017,2018-02-05,4,,,,7602,0,0,xslF345X03/wf-form4_151787355536092.xml,FORM 4,AAPL,0000320193
0000320193-18-000016,2018-02-05,4,,,,6901,0,0,xslF345X03/wf-form4_151787350514336.xml,FORM 4,AAPL,0000320193
0000320193-18-000015,2018-02-05,4,,,,6911,0,0,xslF345X03/wf-form4_151787343921146.xml,FORM 4,AAPL,0000320193
0000320193-18-000002,2018-01-09,4,,,,6943,0,0,xslF345X03/wf-form4_151554062441822.xml,FORM 4,AAPL,0000320193
0000320193-17-000087,2017-12-11,4,,,,6947,0,0,xslF345X03/wf-form4_151303504615549.xml,FORM 4,AAPL,0000320193
0000320193-17-000085,2017-12-04,4,,,,6941,0,0,xslF345X03/wf-form4_151243036024161.xml,FORM 4,AAPL,0000320193
0000320193-17-000083,2017-11-27,4,,,,8554,0,0,xslF345X03/wf-form4_151182543114594.xml,FORM 4,AAPL,0000320193
0000320193-17-000081,2017-11-16,4,,,,6946,0,0,xslF345X03/wf-form4_151087508159949.xml,FORM 4,AAPL,0000320193
0000320193-17-000079,2017-11-15,4,,,,3447,0,0,xslF345X03/wf-form4_151078880413808.xml,FORM 4,AAPL,0000320193
0000320193-17-000078,2017-11-15,4,,,,7979,0,0,xslF345X03/wf-form4_151078874247280.xml,FORM 4,AAPL,0000320193
0000320193-17-000063,2017-10-17,4,,,,7931,0,0,xslF345X03/wf-form4_150828044948163.xml,FORM 4,AAPL,0000320193
0000320193-17-000062,2017-10-17,4,,,,20997,0,0,xslF345X03/wf-form4_150828038824181.xml,FORM 4,AAPL,0000320193
0000320193-17-000061,2017-10-17,4,,,,7973,0,0,xslF345X03/wf-form4_150828027600542.xml,FORM 4,AAPL,0000320193
0000320193-17-000060,2017-10-17,4,,,,7940,0,0,xslF345X03/wf-form4_150828022415662.xml,FORM 4,AAPL,0000320193
0000320193-17-000059,2017-10-17,4,,,,13420,0,0,xslF345X03/wf-form4_150828017246106.xml,FORM 4,AAPL,0000320193
0000320193-17-000058,2017-10-17,4,,,,18323,0,0,xslF345X03/wf-form4_150828010037766.xml,FORM 4,AAPL,0000320193
0000320193-17-000057,2017-10-17,4,,,,7937,0,0,xslF345X03/wf-form4_150828003638615.xml,FORM 4,AAPL,0000320193
0000320193-17-000056,2017-10-17,4,,,,7933,0,0,xslF345X03/wf-form4_150827998628260.xml,FORM 4,AAPL,0000320193
0000320193-17-000055,2017-10-17,4,,,,7944,0,0,xslF345X03/wf-form4_150827993959614.xml,FORM 4,AAPL,0000320193
0000320193-17-000045,2017-10-10,4,,,,5089,0,0,xslF345X03/wf-form4_150767467144201.xml,FORM 4,AAPL,0000320193
0000320193-17-000043,2017-10-05,4,,,,5527,0,0,xslF345X03/wf-form4_150724283880617.xml,FORM 4,AAPL,0000320193
0000320193-17-000042,2017-10-05,4,,,,10666,0,0,xslF345X03/wf-form4_150724278525543.xml,FORM 4,AAPL,0000320193
0000320193-17-000039,2017-10-03,4,,,,10392,0,0,xslF345X03/wf-form4_150707026587310.xml,FORM 4,AAPL,0000320193
0000320193-17-000038,2017-10-03,4,,,,10406,0,0,xslF345X03/wf-form4_150707022096581.xml,FORM 4,AAPL,0000320193
0000320193-17-000037,2017-10-03,4,,,,13752,0,0,xslF345X03/wf-form4_150707017081508.xml,FORM 4,AAPL,0000320193
0000320193-17-000036,2017-10-03,4,,,,10400,0,0,xslF345X03/wf-form4_150707011795652.xml,FORM 4,AAPL,0000320193
0000320193-17-000035,2017-10-03,4,,,,10393,0,0,xslF345X03/wf-form4_150707006333873.xml,FORM 4,AAPL,0000320193
0000320193-17-000034,2017-10-03,4,,,,10440,0,0,xslF345X03/wf-form4_150707000038940.xml,FORM 4,AAPL,0000320193
0000320193-17-000033,2017-10-03,4,,,,13430,0,0,xslF345X03/wf-form4_150706994103772.xml,FORM 4,AAPL,0000320193
0000320193-17-000032,2017-10-03,4,,,,10405,0,0,xslF345X03/wf-form4_150706989617764.xml,FORM 4,AAPL,0000320193
0000320193-17-000023,2017-08-30,4,,,,7187,0,0,xslF345X03/wf-form4_150413222111835.xml,FORM 4,AAPL,0000320193
0000320193-17-000021,2017-08-28,4,,,,18859,0,0,xslF345X03/wf-form4_150396481887759.xml,FORM 4,AAPL,0000320193
0000320193-17-000018,2017-08-18,4,,,,7191,0,0,xslF345X03/wf-form4_150309542055431.xml,FORM 4,AAPL,0000320193
0000320193-17-000017,2017-08-17,4,,,,10864,0,0,xslF345X03/wf-form4_150300904326605.xml,FORM 4,AAPL,0000320193
0000320193-17-000015,2017-08-09,4,,,,6722,0,0,xslF345X03/wf-form4_150231792959896.xml,FORM 4,AAPL,0000320193
0000320193-17-000014,2017-08-09,4,,,,9007,0,0,xslF345X03/wf-form4_150231787803625.xml,FORM 4,AAPL,0000320193
0000320193-17-000013,2017-08-09,4,,,,4894,0,0,xslF345X03/wf-form4_150231783126553.xml,FORM 4,AAPL,0000320193
0000320193-17-000003,2017-07-10,4,,,,5084,0,0,xslF345X03/wf-form4_149972580917613.xml,FORM 4,AAPL,0000320193
0001628280-17-006558,2017-06-16,4,,,,8692,0,0,xslF345X03/wf-form4_149765220991664.xml,FORM 4,AAPL,0000320193
0001628280-17-006357,2017-06-09,4,,,,6946,0,0,xslF345X03/wf-form4_149704742969407.xml,FORM 4,AAPL,0000320193
0001628280-17-006261,2017-06-06,4,,,,6933,0,0,xslF345X03/wf-form4_149678821830800.xml,FORM 4,AAPL,0000320193
0001628280-17-006119,2017-05-31,4,,,,8625,0,0,xslF345X03/wf-form4_149626981246801.xml,FORM 4,AAPL,0000320193
0001628280-17-006040,2017-05-30,4,,,,9016,0,0,xslF345X03/wf-form4_149618343527214.xml,FORM 4,AAPL,0000320193
0001628280-17-005932,2017-05-25,4,,,,6258,0,0,xslF345X03/wf-form4_149575149925731.xml,FORM 4,AAPL,0000320193
0001628280-17-005877,2017-05-24,4,,,,7190,0,0,xslF345X03/wf-form4_149566510341688.xml,FORM 4,AAPL,0000320193
0001628280-17-005876,2017-05-24,4,,,,5004,0,0,xslF345X03/wf-form4_149566503082937.xml,FORM 4,AAPL,0000320193
0001628280-17-005698,2017-05-18,4,,,,6490,0,0,xslF345X03/wf-form4_149514661622011.xml,FORM 4,AAPL,0000320193
0001628280-17-005434,2017-05-11,4,,,,9010,0,0,xslF345X03/wf-form4_149454187969662.xml,FORM 4,AAPL,0000320193
0001628280-17-005433,2017-05-11,4,,,,8350,0,0,xslF345X03/wf-form4_149454181720231.xml,FORM 4,AAPL,0000320193
0001628280-17-005184,2017-05-08,4,,,,4901,0,0,xslF345X03/wf-form4_149428284856190.xml,FORM 4,AAPL,0000320193
0001628280-17-005183,2017-05-08,4,,,,12530,0,0,xslF345X03/wf-form4_149428279147354.xml,FORM 4,AAPL,0000320193
0001628280-17-004826,2017-05-03,4,,,,12952,0,0,xslF345X03/wf-form4_149385061401123.xml,FORM 4,AAPL,0000320193
0001628280-17-004167,2017-04-21,4,,,,8785,0,0,xslF345X03/wf-form4_149281382808641.xml,FORM 4,AAPL,0000320193
0001628280-17-003836,2017-04-18,4,,,,16038,0,0,xslF345X03/wf-form4_149255474371079.xml,FORM 4,AAPL,0000320193
0001628280-17-003835,2017-04-18,4,,,,8619,0,0,xslF345X03/wf-form4_149255469662391.xml,FORM 4,AAPL,0000320193
0001628280-17-003834,2017-04-18,4,,,,15684,0,0,xslF345X03/wf-form4_149255466078682.xml,FORM 4,AAPL,0000320193
0001628280-17-003444,2017-04-07,4,,,,5083,0,0,xslF345X03/wf-form4_149160425159023.xml,FORM 4,AAPL,0000320193
0001628280-17-003442,2017-04-07,4,,,,6932,0,0,xslF345X03/wf-form4_149160418901921.xml,FORM 4,AAPL,0000320193
0001628280-17-003348,2017-04-04,4,,,,11329,0,0,xslF345X03/wf-form4_149134536071696.xml,FORM 4,AAPL,0000320193
0001628280-17-003347,2017-04-04,4,,,,10987,0,0,xslF345X03/wf-form4_149134530319074.xml,FORM 4,AAPL,0000320193
0001628280-17-003346,2017-04-04,4,,,,16030,0,0,xslF345X03/wf-form4_149134525842641.xml,FORM 4,AAPL,0000320193
0001628280-17-003345,2017-04-04,4,,,,10980,0,0,xslF345X03/wf-form4_149134521223893.xml,FORM 4,AAPL,0000320193
0001628280-17-003344,2017-04-04,4,,,,8617,0,0,xslF345X03/wf-form4_149134516911399.xml,FORM 4,AAPL,0000320193
0001628280-17-003343,2017-04-04,4,,,,10864,0,0,xslF345X03/wf-form4_149134512828053.xml,FORM 4,AAPL,0000320193
0001628280-17-003342,2017-04-04,4,,,,14367,0,0,xslF345X03/wf-form4_149134507719548.xml,FORM 4,AAPL,0000320193
0001628280-17-003341,2017-04-04,4,,,,10095,0,0,xslF345X03/wf-form4_149134503634309.xml,FORM 4,AAPL,0000320193
0001628280-17-002692,2017-03-17,4,,,,5073,0,0,xslF345X03/wf-form4_148978992085921.xml,FORM 4,AAPL,0000320193
0001628280-17-002321,2017-03-07,4,,,,8908,0,0,xslF345X03/wf-form4_148892944611903.xml,FORM 4,AAPL,0000320193
0001628280-17-002133,2017-03-02,4,,,,5612,0,0,xslF345X03/wf-form4_148849782926375.xml,FORM 4,AAPL,0000320193
0001628280-17-002132,2017-03-02,4,,,,5615,0,0,xslF345X03/wf-form4_148849778342702.xml,FORM 4,AAPL,0000320193
0001628280-17-002131,2017-03-02,4,,,,5638,0,0,xslF345X03/wf-form4_148849773387621.xml,FORM 4,AAPL,0000320193
0001628280-17-002130,2017-03-02,4,,,,5624,0,0,xslF345X03/wf-form4_148849768695204.xml,FORM 4,AAPL,0000320193
0001628280-17-002129,2017-03-02,4,,,,5624,0,0,xslF345X03/wf-form4_148849763661980.xml,FORM 4,AAPL,0000320193
0001628280-17-002128,2017-03-02,4,,,,5611,0,0,xslF345X03/wf-form4_148849757720861.xml,FORM 4,AAPL,0000320193
0001628280-17-002127,2017-03-02,4,,,,5621,0,0,xslF345X03/wf-form4_148849751248265.xml,FORM 4,AAPL,0000320193
0001628280-17-001737,2017-02-24,4,,,,4900,0,0,xslF345X03/wf-form4_148797902641007.xml,FORM 4,AAPL,0000320193
0001628280-17-001593,2017-02-22,4,,,,9915,0,0,xslF345X03/wf-form4_148780632402345.xml,FORM 4,AAPL,0000320193
0001628280-17-001484,2017-02-17,4,,,,8707,0,0,xslF345X03/wf-form4_148737426278716.xml,FORM 4,AAPL,0000320193
0001628280-17-001483,2017-02-17,4,,,,4431,0,0,xslF345X03/wf-form4_148737420989249.xml,FORM 4,AAPL,0000320193
0001628280-17-000963,2017-02-07,4,,,,10732,0,0,xslF345X03/wf-form4_148651023069911.xml,FORM 4,AAPL,0000320193
0001628280-17-000897,2017-02-03,4,,,,9711,0,0,xslF345X03/wf-form4_148616505664998.xml,FORM 4,AAPL,0000320193
0001628280-17-000896,2017-02-03,4,,,,6906,0,0,xslF345X03/wf-form4_148616501402002.xml,FORM 4,AAPL,0000320193
0001628280-17-000895,2017-02-03,4,,,,5257,0,0,xslF345X03/wf-form4_148616497785486.xml,FORM 4,AAPL,0000320193
0001628280-17-000894,2017-02-03,4,,,,8983,0,0,xslF345X03/wf-form4_148616494297095.xml,FORM 4,AAPL,0000320193
0001628280-17-000893,2017-02-03,4,,,,4879,0,0,xslF345X03/wf-form4_148616490596418.xml,FORM 4,AAPL,0000320193
0001628280-17-000892,2017-02-03,4,,,,12285,0,0,xslF345X03/wf-form4_148616484604533.xml,FORM 4,AAPL,0000320193
0001628280-17-000891,2017-02-03,4,,,,7602,0,0,xslF345X03/wf-form4_148616480910570.xml,FORM 4,AAPL,0000320193
0001628280-17-000890,2017-02-03,4,,,,13935,0,0,xslF345X03/wf-form4_148616477031538.xml,FORM 4,AAPL,0000320193
0001628280-17-000889,2017-02-03,4,,,,4763,0,0,xslF345X03/wf-form4_148616472318268.xml,FORM 4,AAPL,0000320193
0001628280-17-000888,2017-02-03,4,,,,6911,0,0,xslF345X03/wf-form4_148616468196194.xml,FORM 4,AAPL,0000320193
0001628280-17-000744,2017-02-01,4,,,,9467,0,0,xslF345X03/wf-form4_148599186687884.xml,FORM 4,AAPL,0000320193
0001628280-17-000550,2017-01-27,4,,,,7664,0,0,xslF345X03/wf-form4_148555984128421.xml,FORM 4,AAPL,0000320193
0001628280-17-000379,2017-01-24,4,,,,7658,0,0,xslF345X03/wf-form4_148530062501951.xml,FORM 4,AAPL,0000320193
0001628280-17-000312,2017-01-19,4,,,,7658,0,0,xslF345X03/wf-form4_148486878103532.xml,FORM 4,AAPL,0000320193
0001628280-17-000311,2017-01-19,4,,,,5082,0,0,xslF345X03/wf-form4_148486868606685.xml,FORM 4,AAPL,0000320193
0001628280-17-000187,2017-01-10,4,,,,5076,0,0,xslF345X03/wf-form4_148409101957980.xml,FORM 4,AAPL,0000320193
0001628280-16-022242,2016-12-29,4,,,,6934,0,0,xslF345X03/wf-form4_148305419385609.xml,FORM 4,AAPL,0000320193
0001628280-16-022104,2016-12-19,4,,,,6945,0,0,xslF345X03/wf-form4_148219024507558.xml,FORM 4,AAPL,0000320193
0001628280-16-022020,2016-12-13,4,,,,6934,0,0,xslF345X03/wf-form4_148167182511916.xml,FORM 4,AAPL,0000320193
0001628280-16-021649,2016-11-22,4,,,,8550,0,0,xslF345X03/wf-form4_147985741566624.xml,FORM 4,AAPL,0000320193
0001628280-16-021144,2016-11-09,4,,,,5081,0,0,xslF345X03/wf-form4_147873426182746.xml,FORM 4,AAPL,0000320193
0001628280-16-020880,2016-11-04,4,,,,5005,0,0,xslF345X03/wf-form4_147829870020970.xml,FORM 4,AAPL,0000320193
0001628280-16-020879,2016-11-04,4,,,,6946,0,0,xslF345X03/wf-form4_147829865841782.xml,FORM 4,AAPL,0000320193
0001628280-16-020489,2016-10-31,4,,,,5072,0,0,xslF345X03/wf-form4_147795306588441.xml,FORM 4,AAPL,0000320193
0001628280-16-020488,2016-10-31,4,,,,6945,0,0,xslF345X03/wf-form4_147795302659560.xml,FORM 4,AAPL,0000320193
0001628280-16-020124,2016-10-18,4,,,,7782,0,0,xslF345X03/wf-form4_147683569837612.xml,FORM 4,AAPL,0000320193
0001628280-16-020123,2016-10-18,4,,,,27243,0,0,xslF345X03/wf-form4_147683564629277.xml,FORM 4,AAPL,0000320193
0001628280-16-020122,2016-10-18,4,,,,7796,0,0,xslF345X03/wf-form4_147683560738887.xml,FORM 4,AAPL,0000320193
